IncidentType_ID,Type_Name,Category,Severity_Level,Detection_Method
698,SQL Injection,External,High,WAF
699,Insider Threat,Internal,High,Manual Report
700,Credential Stuffing,External,Medium,Auth Logs
701,Misconfiguration,Internal,Medium,Audit
702,Zero-Day Exploit,External,Critical,Threat Intel
703,Phishing,External,Medium,SIEM
704,Malware,External,High,IDS
705,Ransomware,External,Critical,SIEM
706,DDoS,External,High,Network Monitoring
707,SQL Injection,External,High,WAF
708,Insider Threat,Internal,High,Manual Report
709,Credential Stuffing,External,Medium,Auth Logs
710,Misconfiguration,Internal,Medium,Audit
711,Zero-Day Exploit,External,Critical,Threat Intel
712,Phishing,External,Medium,SIEM
713,Malware,External,High,IDS
714,Ransomware,External,Critical,SIEM
715,DDoS,External,High,Network Monitoring
716,SQL Injection,External,High,WAF
717,Insider Threat,Internal,High,Manual Report
718,Credential Stuffing,External,Medium,Auth Logs
719,Misconfiguration,Internal,Medium,Audit
720,Zero-Day Exploit,External,Critical,Threat Intel
721,Phishing,External,Medium,SIEM
722,Malware,External,High,IDS
723,Ransomware,External,Critical,SIEM
724,DDoS,External,High,Network Monitoring
725,SQL Injection,External,High,WAF
726,Insider Threat,Internal,High,Manual Report
727,Credential Stuffing,External,Medium,Auth Logs
728,Misconfiguration,Internal,Medium,Audit
729,Zero-Day Exploit,External,Critical,Threat Intel
730,Phishing,External,Medium,SIEM
731,Malware,External,High,IDS
732,Ransomware,External,Critical,SIEM
733,DDoS,External,High,Network Monitoring
734,SQL Injection,External,High,WAF
735,Insider Threat,Internal,High,Manual Report
736,Credential Stuffing,External,Medium,Auth Logs
737,Misconfiguration,Internal,Medium,Audit
738,Zero-Day Exploit,External,Critical,Threat Intel
739,Phishing,External,Medium,SIEM
740,Malware,External,High,IDS
741,Ransomware,External,Critical,SIEM
742,DDoS,External,High,Network Monitoring
743,SQL Injection,External,High,WAF
744,Insider Threat,Internal,High,Manual Report
745,Credential Stuffing,External,Medium,Auth Logs
746,Misconfiguration,Internal,Medium,Audit
747,Zero-Day Exploit,External,Critical,Threat Intel
748,Phishing,External,Medium,SIEM
749,Malware,External,High,IDS
750,Ransomware,External,Critical,SIEM
751,DDoS,External,High,Network Monitoring
752,SQL Injection,External,High,WAF
753,Insider Threat,Internal,High,Manual Report
754,Credential Stuffing,External,Medium,Auth Logs
755,Misconfiguration,Internal,Medium,Audit
756,Zero-Day Exploit,External,Critical,Threat Intel
757,Phishing,External,Medium,SIEM
758,Malware,External,High,IDS
759,Ransomware,External,Critical,SIEM
760,DDoS,External,High,Network Monitoring
761,SQL Injection,External,High,WAF
762,Insider Threat,Internal,High,Manual Report
763,Credential Stuffing,External,Medium,Auth Logs
764,Misconfiguration,Internal,Medium,Audit
765,Zero-Day Exploit,External,Critical,Threat Intel
766,Phishing,External,Medium,SIEM
767,Malware,External,High,IDS
768,Ransomware,External,Critical,SIEM
769,DDoS,External,High,Network Monitoring
770,SQL Injection,External,High,WAF
771,Insider Threat,Internal,High,Manual Report
772,Credential Stuffing,External,Medium,Auth Logs
773,Misconfiguration,Internal,Medium,Audit
774,Zero-Day Exploit,External,Critical,Threat Intel
775,Phishing,External,Medium,SIEM
776,Malware,External,High,IDS
777,Ransomware,External,Critical,SIEM
778,DDoS,External,High,Network Monitoring
779,SQL Injection,External,High,WAF
780,Insider Threat,Internal,High,Manual Report
781,Credential Stuffing,External,Medium,Auth Logs
782,Misconfiguration,Internal,Medium,Audit
783,Zero-Day Exploit,External,Critical,Threat Intel
784,Phishing,External,Medium,SIEM
785,Malware,External,High,IDS
786,Ransomware,External,Critical,SIEM
787,DDoS,External,High,Network Monitoring
788,SQL Injection,External,High,WAF
789,Insider Threat,Internal,High,Manual Report
790,Credential Stuffing,External,Medium,Auth Logs
791,Misconfiguration,Internal,Medium,Audit
792,Zero-Day Exploit,External,Critical,Threat Intel
793,Phishing,External,Medium,SIEM
794,Malware,External,High,IDS
795,Ransomware,External,Critical,SIEM
796,DDoS,External,High,Network Monitoring
797,SQL Injection,External,High,WAF
798,Insider Threat,Internal,High,Manual Report
799,Credential Stuffing,External,Medium,Auth Logs
800,Misconfiguration,Internal,Medium,Audit
801,Zero-Day Exploit,External,Critical,Threat Intel
802,Phishing,External,Medium,SIEM
803,Malware,External,High,IDS
804,Ransomware,External,Critical,SIEM
805,DDoS,External,High,Network Monitoring
806,SQL Injection,External,High,WAF
807,Insider Threat,Internal,High,Manual Report
808,Credential Stuffing,External,Medium,Auth Logs
809,Misconfiguration,Internal,Medium,Audit
810,Zero-Day Exploit,External,Critical,Threat Intel
811,Phishing,External,Medium,SIEM
812,Malware,External,High,IDS
813,Ransomware,External,Critical,SIEM
814,DDoS,External,High,Network Monitoring
815,SQL Injection,External,High,WAF
816,Insider Threat,Internal,High,Manual Report
817,Credential Stuffing,External,Medium,Auth Logs
818,Misconfiguration,Internal,Medium,Audit
819,Zero-Day Exploit,External,Critical,Threat Intel
820,Phishing,External,Medium,SIEM
821,Malware,External,High,IDS
822,Ransomware,External,Critical,SIEM
823,DDoS,External,High,Network Monitoring
824,SQL Injection,External,High,WAF
825,Insider Threat,Internal,High,Manual Report
826,Credential Stuffing,External,Medium,Auth Logs
827,Misconfiguration,Internal,Medium,Audit
828,Zero-Day Exploit,External,Critical,Threat Intel
829,Phishing,External,Medium,SIEM
830,Malware,External,High,IDS
831,Ransomware,External,Critical,SIEM
832,DDoS,External,High,Network Monitoring
833,SQL Injection,External,High,WAF
834,Insider Threat,Internal,High,Manual Report
835,Credential Stuffing,External,Medium,Auth Logs
836,Misconfiguration,Internal,Medium,Audit
837,Zero-Day Exploit,External,Critical,Threat Intel
838,Phishing,External,Medium,SIEM
839,Malware,External,High,IDS
840,Ransomware,External,Critical,SIEM
841,DDoS,External,High,Network Monitoring
842,SQL Injection,External,High,WAF
843,Insider Threat,Internal,High,Manual Report
844,Credential Stuffing,External,Medium,Auth Logs
845,Misconfiguration,Internal,Medium,Audit
846,Zero-Day Exploit,External,Critical,Threat Intel
847,Phishing,External,Medium,SIEM
848,Malware,External,High,IDS
849,Ransomware,External,Critical,SIEM
850,DDoS,External,High,Network Monitoring
851,SQL Injection,External,High,WAF
852,Insider Threat,Internal,High,Manual Report
853,Credential Stuffing,External,Medium,Auth Logs
854,Misconfiguration,Internal,Medium,Audit
855,Zero-Day Exploit,External,Critical,Threat Intel
856,Phishing,External,Medium,SIEM
857,Malware,External,High,IDS
858,Ransomware,External,Critical,SIEM
859,DDoS,External,High,Network Monitoring
860,SQL Injection,External,High,WAF
861,Insider Threat,Internal,High,Manual Report
862,Credential Stuffing,External,Medium,Auth Logs
863,Misconfiguration,Internal,Medium,Audit
864,Zero-Day Exploit,External,Critical,Threat Intel
865,Phishing,External,Medium,SIEM
866,Malware,External,High,IDS
867,Ransomware,External,Critical,SIEM
868,DDoS,External,High,Network Monitoring
869,SQL Injection,External,High,WAF
870,Insider Threat,Internal,High,Manual Report
871,Credential Stuffing,External,Medium,Auth Logs
872,Misconfiguration,Internal,Medium,Audit
873,Zero-Day Exploit,External,Critical,Threat Intel
874,Phishing,External,Medium,SIEM
875,Malware,External,High,IDS
876,Ransomware,External,Critical,SIEM
877,DDoS,External,High,Network Monitoring
878,SQL Injection,External,High,WAF
879,Insider Threat,Internal,High,Manual Report
880,Credential Stuffing,External,Medium,Auth Logs
881,Misconfiguration,Internal,Medium,Audit
882,Zero-Day Exploit,External,Critical,Threat Intel
883,Phishing,External,Medium,SIEM
884,Malware,External,High,IDS
885,Ransomware,External,Critical,SIEM
886,DDoS,External,High,Network Monitoring
887,SQL Injection,External,High,WAF
888,Insider Threat,Internal,High,Manual Report
889,Credential Stuffing,External,Medium,Auth Logs
890,Misconfiguration,Internal,Medium,Audit
891,Zero-Day Exploit,External,Critical,Threat Intel
892,Phishing,External,Medium,SIEM
893,Malware,External,High,IDS
894,Ransomware,External,Critical,SIEM
895,DDoS,External,High,Network Monitoring
896,SQL Injection,External,High,WAF
897,Insider Threat,Internal,High,Manual Report
898,Credential Stuffing,External,Medium,Auth Logs
899,Misconfiguration,Internal,Medium,Audit
900,Zero-Day Exploit,External,Critical,Threat Intel
901,Phishing,External,Medium,SIEM
902,Malware,External,High,IDS
903,Ransomware,External,Critical,SIEM
904,DDoS,External,High,Network Monitoring
905,SQL Injection,External,High,WAF
906,Insider Threat,Internal,High,Manual Report
907,Credential Stuffing,External,Medium,Auth Logs
908,Misconfiguration,Internal,Medium,Audit
909,Zero-Day Exploit,External,Critical,Threat Intel
910,Phishing,External,Medium,SIEM
911,Malware,External,High,IDS
912,Ransomware,External,Critical,SIEM
913,DDoS,External,High,Network Monitoring
914,SQL Injection,External,High,WAF
915,Insider Threat,Internal,High,Manual Report
916,Credential Stuffing,External,Medium,Auth Logs
917,Misconfiguration,Internal,Medium,Audit
918,Zero-Day Exploit,External,Critical,Threat Intel
919,Phishing,External,Medium,SIEM
920,Malware,External,High,IDS
921,Ransomware,External,Critical,SIEM
922,DDoS,External,High,Network Monitoring
923,SQL Injection,External,High,WAF
924,Insider Threat,Internal,High,Manual Report
925,Credential Stuffing,External,Medium,Auth Logs
926,Misconfiguration,Internal,Medium,Audit
927,Zero-Day Exploit,External,Critical,Threat Intel
928,Phishing,External,Medium,SIEM
929,Malware,External,High,IDS
930,Ransomware,External,Critical,SIEM
931,DDoS,External,High,Network Monitoring
932,SQL Injection,External,High,WAF
933,Insider Threat,Internal,High,Manual Report
934,Credential Stuffing,External,Medium,Auth Logs
935,Misconfiguration,Internal,Medium,Audit
936,Zero-Day Exploit,External,Critical,Threat Intel
937,Phishing,External,Medium,SIEM
938,Malware,External,High,IDS
939,Ransomware,External,Critical,SIEM
940,DDoS,External,High,Network Monitoring
941,SQL Injection,External,High,WAF
942,Insider Threat,Internal,High,Manual Report
943,Credential Stuffing,External,Medium,Auth Logs
944,Misconfiguration,Internal,Medium,Audit
945,Zero-Day Exploit,External,Critical,Threat Intel
946,Phishing,External,Medium,SIEM
947,Malware,External,High,IDS
948,Ransomware,External,Critical,SIEM
949,DDoS,External,High,Network Monitoring
950,SQL Injection,External,High,WAF
951,Insider Threat,Internal,High,Manual Report
952,Credential Stuffing,External,Medium,Auth Logs
953,Misconfiguration,Internal,Medium,Audit
954,Zero-Day Exploit,External,Critical,Threat Intel
955,Phishing,External,Medium,SIEM
956,Malware,External,High,IDS
957,Ransomware,External,Critical,SIEM
958,DDoS,External,High,Network Monitoring
959,SQL Injection,External,High,WAF
960,Insider Threat,Internal,High,Manual Report
961,Credential Stuffing,External,Medium,Auth Logs
962,Misconfiguration,Internal,Medium,Audit
963,Zero-Day Exploit,External,Critical,Threat Intel
964,Phishing,External,Medium,SIEM
965,Malware,External,High,IDS
966,Ransomware,External,Critical,SIEM
967,DDoS,External,High,Network Monitoring
968,SQL Injection,External,High,WAF
969,Insider Threat,Internal,High,Manual Report
970,Credential Stuffing,External,Medium,Auth Logs
971,Misconfiguration,Internal,Medium,Audit
972,Zero-Day Exploit,External,Critical,Threat Intel
973,Phishing,External,Medium,SIEM
974,Malware,External,High,IDS
975,Ransomware,External,Critical,SIEM
976,DDoS,External,High,Network Monitoring
977,SQL Injection,External,High,WAF
978,Insider Threat,Internal,High,Manual Report
979,Credential Stuffing,External,Medium,Auth Logs
980,Misconfiguration,Internal,Medium,Audit
981,Zero-Day Exploit,External,Critical,Threat Intel
982,Phishing,External,Medium,SIEM
983,Malware,External,High,IDS
984,Ransomware,External,Critical,SIEM
985,DDoS,External,High,Network Monitoring
986,SQL Injection,External,High,WAF
987,Insider Threat,Internal,High,Manual Report
988,Credential Stuffing,External,Medium,Auth Logs
989,Misconfiguration,Internal,Medium,Audit
990,Zero-Day Exploit,External,Critical,Threat Intel
991,Phishing,External,Medium,SIEM
992,Malware,External,High,IDS
993,Ransomware,External,Critical,SIEM
994,DDoS,External,High,Network Monitoring
995,SQL Injection,External,High,WAF
996,Insider Threat,Internal,High,Manual Report
997,Credential Stuffing,External,Medium,Auth Logs
998,Misconfiguration,Internal,Medium,Audit
999,Zero-Day Exploit,External,Critical,Threat Intel
1000,Phishing,External,Medium,SIEM
1001,Malware,External,High,IDS
1002,Ransomware,External,Critical,SIEM
1003,DDoS,External,High,Network Monitoring
1004,SQL Injection,External,High,WAF
1005,Insider Threat,Internal,High,Manual Report
1006,Credential Stuffing,External,Medium,Auth Logs
1007,Misconfiguration,Internal,Medium,Audit
1008,Zero-Day Exploit,External,Critical,Threat Intel
1009,Phishing,External,Medium,SIEM
1010,Malware,External,High,IDS
1011,Ransomware,External,Critical,SIEM
1012,DDoS,External,High,Network Monitoring
1013,SQL Injection,External,High,WAF
1014,Insider Threat,Internal,High,Manual Report
1015,Credential Stuffing,External,Medium,Auth Logs
1016,Misconfiguration,Internal,Medium,Audit
1017,Zero-Day Exploit,External,Critical,Threat Intel
1018,Phishing,External,Medium,SIEM
1019,Malware,External,High,IDS
1020,Ransomware,External,Critical,SIEM
1021,DDoS,External,High,Network Monitoring
1022,SQL Injection,External,High,WAF
1023,Insider Threat,Internal,High,Manual Report
1024,Credential Stuffing,External,Medium,Auth Logs
1025,Misconfiguration,Internal,Medium,Audit
1026,Zero-Day Exploit,External,Critical,Threat Intel
1027,Phishing,External,Medium,SIEM
1028,Malware,External,High,IDS
1029,Ransomware,External,Critical,SIEM
1030,DDoS,External,High,Network Monitoring
1031,SQL Injection,External,High,WAF
1032,Insider Threat,Internal,High,Manual Report
1033,Credential Stuffing,External,Medium,Auth Logs
1034,Misconfiguration,Internal,Medium,Audit
1035,Zero-Day Exploit,External,Critical,Threat Intel
1036,Phishing,External,Medium,SIEM
1037,Malware,External,High,IDS
1038,Ransomware,External,Critical,SIEM
1039,DDoS,External,High,Network Monitoring
1040,SQL Injection,External,High,WAF
1041,Insider Threat,Internal,High,Manual Report
1042,Credential Stuffing,External,Medium,Auth Logs
1043,Misconfiguration,Internal,Medium,Audit
1044,Zero-Day Exploit,External,Critical,Threat Intel
1045,Phishing,External,Medium,SIEM
1046,Malware,External,High,IDS
1047,Ransomware,External,Critical,SIEM
1048,DDoS,External,High,Network Monitoring
1049,SQL Injection,External,High,WAF
1050,Insider Threat,Internal,High,Manual Report
1051,Credential Stuffing,External,Medium,Auth Logs
1052,Misconfiguration,Internal,Medium,Audit
1053,Zero-Day Exploit,External,Critical,Threat Intel
1054,Phishing,External,Medium,SIEM
1055,Malware,External,High,IDS
1056,Ransomware,External,Critical,SIEM
1057,DDoS,External,High,Network Monitoring
1058,SQL Injection,External,High,WAF
1059,Insider Threat,Internal,High,Manual Report
1060,Credential Stuffing,External,Medium,Auth Logs
1061,Misconfiguration,Internal,Medium,Audit
1062,Zero-Day Exploit,External,Critical,Threat Intel
1063,Phishing,External,Medium,SIEM
