ResponseID,Incident_ID,ActionTaken,ResponsibleTeam,ActionDate,Response_Time_Hours,Resolution_Effectiveness,Follow_Up_Required
425,41694,Password Reset,Legal,17-07-2024,95.01,10,FALSE
426,9631,Legal Notified,SOC,24-09-2023,28.45,6,FALSE
427,6076,Password Reset,IT,31-01-2025,119.46,10,FALSE
428,28649,Account Locked,Legal,22-08-2023,73.55,9,FALSE
429,35096,Account Locked,Third-Party,,20.53,2,FALSE
430,21275,Account Locked,IT,09-06-2024,119.96,10,FALSE
431,24010,Account Locked,IT,14-05-2023,48.57,3,FALSE
432,520,Password Reset,SOC,17-04-2024,79.56,5,TRUE
433,14546,Password Reset,SOC,21-02-2024,116.56,6,TRUE
434,11897,Legal Notified,Legal,23-06-2025,117.56,1,TRUE
435,1892,Account Locked,Third-Party,,27.86,7,TRUE
436,1490,Patch Applied,IT,28-02-2024,47.22,2,FALSE
437,22190,Backup Restored,IT,,76.06,6,TRUE
438,20326,Account Locked,Management,06-03-2023,92.72,9,FALSE
439,41838,Patch Applied,Legal,10-10-2024,110.87,7,FALSE
440,29221,Forensic Analysis,Legal,04-04-2024,36.27,6,TRUE
441,6747,Patch Applied,SOC,11-07-2024,96.06,10,FALSE
442,5804,Forensic Analysis,SOC,,86.88,7,FALSE
443,49515,Password Reset,Third-Party,05-04-2025,21.16,9,FALSE
444,1543,Backup Restored,Management,05-05-2025,13.04,8,TRUE
445,2764,Forensic Analysis,Third-Party,08-05-2025,100.9,3,TRUE
446,17170,Account Locked,IT,01-04-2025,63.66,3,FALSE
447,13734,Legal Notified,IT,14-05-2025,90.26,6,FALSE
448,47612,Forensic Analysis,IT,,14.6,10,TRUE
449,31639,Account Locked,Legal,11-10-2024,45.48,5,FALSE
450,2335,Password Reset,SOC,17-02-2025,3.17,1,FALSE
451,16289,Backup Restored,IT,27-05-2024,7.63,8,FALSE
452,25395,Forensic Analysis,Management,15-03-2024,86.31,10,FALSE
453,3629,Legal Notified,Legal,,101.85,1,TRUE
454,48538,Password Reset,Management,,87.7,10,FALSE
455,49292,Forensic Analysis,Third-Party,18-06-2025,43.19,7,FALSE
456,12053,Backup Restored,IT,10-03-2025,22.61,4,TRUE
457,48003,Patch Applied,Legal,22-08-2024,99.46,3,FALSE
458,32164,Account Locked,SOC,19-05-2024,94.32,9,FALSE
459,40404,Backup Restored,IT,14-10-2024,56.07,9,TRUE
460,40488,Backup Restored,Management,,112.91,7,FALSE
461,39809,Password Reset,Legal,08-06-2024,102.69,5,TRUE
462,31259,Account Locked,Legal,22-10-2023,27.07,9,TRUE
463,33869,Forensic Analysis,SOC,22-03-2025,78.07,1,FALSE
464,25774,Backup Restored,Management,11-08-2025,72.76,6,FALSE
465,26952,Account Locked,IT,28-11-2024,115.94,5,TRUE
466,19056,Password Reset,Management,01-11-2023,18.19,4,FALSE
467,19293,Legal Notified,Management,04-07-2025,88.41,8,TRUE
468,46418,Forensic Analysis,Management,31-08-2023,112.56,10,FALSE
469,17058,Legal Notified,Management,,54.15,5,FALSE
470,3350,Legal Notified,Legal,06-11-2023,29,10,FALSE
471,30080,Forensic Analysis,IT,25-09-2024,81.49,3,TRUE
472,3711,Account Locked,Management,,16,3,FALSE
473,9376,Forensic Analysis,Management,,89.31,8,TRUE
474,49022,Password Reset,IT,,89.01,1,TRUE
475,9420,Password Reset,Third-Party,13-07-2024,38.08,9,FALSE
476,28009,Forensic Analysis,Legal,09-06-2024,32.93,5,FALSE
477,7939,Forensic Analysis,SOC,19-08-2025,113.26,9,FALSE
478,11177,Patch Applied,SOC,26-01-2025,50.3,7,FALSE
479,15736,Account Locked,Management,02-06-2024,25.52,4,FALSE
480,3754,Legal Notified,IT,03-11-2024,8.63,5,FALSE
481,43251,Password Reset,Legal,07-09-2022,93.48,2,TRUE
482,47907,Account Locked,Legal,30-09-2025,18.48,10,FALSE
483,38670,Password Reset,IT,18-06-2023,107.57,5,FALSE
484,47703,Legal Notified,SOC,11-05-2024,85.66,2,TRUE
485,43021,Backup Restored,Third-Party,28-12-2024,0.96,4,FALSE
486,15821,Legal Notified,Third-Party,22-05-2025,114.68,1,FALSE
487,3042,Password Reset,Management,19-08-2025,5.84,3,TRUE
488,9207,Password Reset,SOC,,79.82,10,TRUE
489,4109,Password Reset,Management,03-03-2025,27.91,9,FALSE
490,27089,Password Reset,Third-Party,18-10-2023,90.5,5,FALSE
491,34702,Password Reset,IT,,34.35,4,FALSE
492,10682,Patch Applied,IT,18-05-2023,34.89,8,FALSE
493,775,Account Locked,SOC,04-11-2024,59.18,5,FALSE
494,3221,Patch Applied,SOC,,76.31,3,TRUE
495,39194,Password Reset,IT,,101.07,1,TRUE
496,48775,Forensic Analysis,Management,10-05-2025,100.5,4,TRUE
497,4408,Backup Restored,Management,,89.24,5,TRUE
498,46493,Forensic Analysis,Legal,30-12-2023,5.2,10,TRUE
499,46484,Account Locked,Third-Party,,74.53,3,FALSE
500,43687,Forensic Analysis,IT,06-04-2025,83.8,3,FALSE
501,1156,Account Locked,SOC,20-03-2024,118.75,7,FALSE
502,8916,Patch Applied,SOC,14-02-2024,25.8,5,FALSE
503,30682,Backup Restored,Third-Party,,109.41,4,FALSE
504,47337,Legal Notified,SOC,,14.34,6,FALSE
505,10836,Password Reset,Third-Party,,34.25,3,FALSE
506,24259,Legal Notified,Management,11-08-2024,109.94,1,TRUE
507,47736,Password Reset,Third-Party,,81.04,7,TRUE
508,4493,Legal Notified,Management,09-12-2022,21.15,2,FALSE
509,4671,Patch Applied,SOC,,114.23,4,TRUE
510,46086,Legal Notified,IT,19-09-2025,97.27,4,TRUE
511,42466,Password Reset,IT,14-06-2025,99.98,1,TRUE
512,17757,Backup Restored,Management,15-03-2024,18.05,6,FALSE
513,18236,Patch Applied,Third-Party,17-05-2025,20.06,5,FALSE
514,12107,Password Reset,Management,18-02-2025,24.69,3,TRUE
515,23728,Backup Restored,IT,02-05-2024,7.91,5,TRUE
516,31606,Password Reset,Management,,69.04,7,FALSE
517,33237,Password Reset,Third-Party,27-01-2025,30.05,2,TRUE
518,16415,Password Reset,IT,14-08-2024,25.47,7,FALSE
519,37174,Account Locked,Third-Party,,44.85,9,FALSE
520,46459,Password Reset,IT,16-09-2025,99.19,5,FALSE
521,43114,Backup Restored,Third-Party,19-12-2023,22.66,10,FALSE
522,11378,Patch Applied,Management,31-08-2024,117.84,9,FALSE
523,45344,Legal Notified,Management,09-06-2024,69.94,10,FALSE
524,27845,Password Reset,IT,,70.46,5,FALSE
525,35502,Backup Restored,Management,13-12-2024,104.08,5,FALSE
526,235,Backup Restored,IT,09-05-2023,9.01,4,TRUE
527,19204,Patch Applied,SOC,24-04-2024,70.83,6,FALSE
528,29057,Patch Applied,Legal,10-03-2024,16.28,2,TRUE
529,39658,Legal Notified,Management,25-09-2024,59.73,3,FALSE
530,22193,Account Locked,IT,05-12-2023,91,4,FALSE
531,7819,Legal Notified,SOC,,99.38,7,FALSE
532,9675,Account Locked,SOC,,16.67,6,FALSE
533,1836,Forensic Analysis,Management,,12.12,2,TRUE
534,26065,Patch Applied,SOC,,91.69,1,TRUE
535,4699,Password Reset,Third-Party,30-09-2023,15.13,4,TRUE
536,24853,Account Locked,Third-Party,01-07-2025,32.1,9,TRUE
537,21150,Account Locked,Legal,20-10-2024,80.67,6,TRUE
538,18194,Legal Notified,Legal,09-12-2023,42.94,5,FALSE
539,25103,Patch Applied,IT,22-07-2024,70.73,5,TRUE
540,38206,Account Locked,Legal,,57.04,1,FALSE
541,41511,Legal Notified,Management,01-04-2024,38.45,10,FALSE
542,44635,Account Locked,Management,10-02-2024,70,9,FALSE
543,26941,Backup Restored,Third-Party,26-12-2024,89.97,2,FALSE
544,37092,Forensic Analysis,SOC,,15.7,1,FALSE
545,33626,Legal Notified,Third-Party,15-06-2024,63.32,2,FALSE
546,31402,Legal Notified,SOC,23-06-2025,32.64,8,FALSE
547,1557,Backup Restored,IT,,32.14,2,FALSE
548,1875,Backup Restored,IT,05-03-2025,96.66,10,TRUE
549,38882,Account Locked,Third-Party,,88.23,6,FALSE
550,3325,Legal Notified,Management,31-08-2023,83.28,2,FALSE
551,44180,Backup Restored,Management,23-11-2024,40.95,4,FALSE
552,27053,Account Locked,Management,08-04-2024,70.22,4,FALSE
553,3790,Password Reset,Management,01-08-2024,75.75,10,TRUE
554,11603,Patch Applied,Third-Party,08-03-2024,26.37,9,FALSE
555,11244,Backup Restored,Third-Party,08-01-2024,55.88,3,FALSE
556,33917,Legal Notified,Management,18-11-2023,81.29,2,TRUE
557,8795,Backup Restored,Management,06-05-2025,102.03,5,FALSE
558,32356,Legal Notified,IT,26-09-2025,5.03,5,FALSE
559,21473,Account Locked,Legal,,1.9,9,TRUE
560,5036,Password Reset,IT,04-03-2023,53.04,8,FALSE
561,7491,Backup Restored,SOC,28-08-2024,99.93,3,FALSE
562,5099,Patch Applied,IT,,44.48,2,FALSE
563,7170,Legal Notified,Legal,16-09-2025,35.92,4,FALSE
564,13331,Account Locked,Third-Party,15-03-2024,38.19,6,FALSE
565,5849,Backup Restored,SOC,17-05-2023,15.4,1,FALSE
566,44889,Account Locked,SOC,02-08-2025,90.65,7,FALSE
567,11245,Account Locked,Legal,,82.74,2,FALSE
568,21991,Forensic Analysis,Management,30-06-2025,61.21,7,FALSE
569,24527,Account Locked,Legal,,13.41,8,FALSE
570,1569,Patch Applied,SOC,,52.34,3,TRUE
571,3034,Patch Applied,Management,14-07-2024,47.14,3,FALSE
572,3610,Backup Restored,Management,,60.08,6,FALSE
573,47122,Password Reset,IT,,63.87,4,TRUE
574,39450,Password Reset,Management,27-07-2025,94.69,6,TRUE
575,10615,Legal Notified,IT,14-11-2024,67.72,10,FALSE
576,11377,Forensic Analysis,IT,24-01-2024,25.09,2,FALSE
577,7771,Patch Applied,IT,,25.02,1,FALSE
578,32421,Forensic Analysis,SOC,,51.77,4,FALSE
579,36663,Password Reset,Third-Party,,103.45,4,FALSE
580,49570,Forensic Analysis,Third-Party,,112.79,7,FALSE
581,11268,Patch Applied,Third-Party,,74.43,5,TRUE
582,21119,Legal Notified,Legal,20-01-2025,33.72,9,FALSE
583,37296,Forensic Analysis,Third-Party,13-11-2023,78.95,1,FALSE
584,24213,Patch Applied,Management,,88.33,10,TRUE
585,3202,Password Reset,IT,,88.54,8,TRUE
586,13643,Backup Restored,IT,10-04-2024,78.56,8,FALSE
587,26251,Backup Restored,SOC,,80.33,9,FALSE
588,41224,Forensic Analysis,Legal,,59.58,6,FALSE
589,16158,Backup Restored,IT,22-02-2024,71.52,2,TRUE
590,43106,Patch Applied,Legal,10-04-2023,10.56,2,FALSE
591,7988,Password Reset,SOC,09-02-2025,15.55,1,FALSE
592,29133,Legal Notified,IT,17-07-2024,56.94,10,FALSE
593,19217,Password Reset,Legal,,66.31,10,FALSE
594,21174,Legal Notified,IT,12-04-2023,64.14,8,TRUE
595,31056,Patch Applied,IT,28-08-2024,25.46,7,FALSE
596,45303,Patch Applied,Third-Party,01-02-2024,9.99,7,FALSE
597,6595,Patch Applied,Management,28-09-2024,95.22,5,FALSE
598,38428,Password Reset,Third-Party,10-05-2025,119.06,9,TRUE
599,46759,Forensic Analysis,Third-Party,09-12-2024,107.84,6,FALSE
600,520,Forensic Analysis,IT,28-04-2024,44.76,9,FALSE
601,33298,Backup Restored,Management,16-08-2025,57.27,9,FALSE
602,908,Patch Applied,SOC,30-03-2024,95.22,2,FALSE
603,32897,Account Locked,SOC,,97.4,4,TRUE
604,49336,Forensic Analysis,Third-Party,12-10-2024,81.98,9,TRUE
605,30070,Account Locked,IT,02-11-2024,27.84,4,FALSE
606,132,Password Reset,SOC,27-09-2025,45.38,8,TRUE
607,48884,Backup Restored,SOC,19-08-2023,32.46,4,FALSE
608,21049,Patch Applied,IT,,68.02,7,FALSE
609,31943,Account Locked,SOC,18-10-2023,106.57,5,TRUE
610,514,Patch Applied,SOC,26-11-2023,52.7,9,FALSE
611,37890,Backup Restored,Legal,08-12-2024,25.63,1,FALSE
612,30525,Patch Applied,IT,05-07-2024,1.96,8,FALSE
613,24221,Account Locked,Management,03-12-2024,66,8,FALSE
614,47785,Forensic Analysis,Management,01-08-2024,99.61,6,FALSE
615,33509,Account Locked,Management,27-07-2025,53.38,9,FALSE
616,28150,Patch Applied,Management,,28.4,1,FALSE
617,46152,Legal Notified,SOC,,66.01,5,FALSE
618,1358,Patch Applied,Management,27-08-2023,10.71,1,TRUE
619,28396,Forensic Analysis,Management,11-05-2025,53.64,4,TRUE
620,27291,Legal Notified,Legal,01-10-2024,31.3,5,FALSE
621,10155,Forensic Analysis,Third-Party,,35.31,10,TRUE
622,31949,Password Reset,SOC,,102.5,9,FALSE
623,24020,Account Locked,Third-Party,,92.54,7,TRUE
624,49096,Forensic Analysis,Legal,,5.83,7,TRUE
625,37106,Forensic Analysis,SOC,,104.04,2,FALSE
626,40103,Password Reset,Legal,01-04-2023,74.97,4,TRUE
627,42631,Forensic Analysis,IT,08-06-2023,7.73,4,TRUE
628,42159,Account Locked,Legal,27-02-2024,60.7,9,FALSE
629,42783,Patch Applied,Legal,,58.7,7,FALSE
630,43530,Password Reset,Management,27-12-2023,107.13,9,TRUE
631,16570,Account Locked,SOC,,61.03,6,FALSE
632,923,Legal Notified,SOC,,107.35,3,FALSE
633,9918,Forensic Analysis,Management,18-06-2025,34.94,1,FALSE
634,8396,Forensic Analysis,IT,09-09-2023,45.25,5,FALSE
635,20469,Password Reset,Legal,07-09-2024,13.17,5,FALSE
636,48907,Account Locked,Third-Party,27-10-2024,97.98,2,FALSE
637,6366,Patch Applied,Legal,04-02-2025,112.86,8,TRUE
638,7197,Account Locked,Third-Party,11-05-2025,15.94,8,FALSE
639,36534,Password Reset,Legal,26-01-2025,23.4,1,FALSE
640,1904,Forensic Analysis,Legal,28-09-2024,70.88,3,TRUE
641,42833,Account Locked,Third-Party,,9.72,1,FALSE
642,30185,Legal Notified,SOC,15-01-2025,23.93,3,FALSE
643,46810,Backup Restored,Legal,26-04-2025,2.37,2,FALSE
644,10573,Password Reset,IT,16-11-2024,64.99,5,FALSE
645,12210,Forensic Analysis,Legal,12-04-2023,17.94,2,FALSE
646,6273,Account Locked,IT,01-06-2024,100.51,10,TRUE
647,12066,Account Locked,Third-Party,01-07-2025,76.89,2,FALSE
648,45781,Backup Restored,Third-Party,02-10-2024,6.05,9,FALSE
649,47081,Account Locked,Third-Party,20-12-2023,9.9,7,FALSE
650,31066,Forensic Analysis,Legal,10-02-2025,12.01,1,FALSE
651,4556,Password Reset,SOC,11-06-2025,85.51,8,TRUE
652,38032,Legal Notified,Management,30-08-2025,63.43,3,FALSE
653,1106,Forensic Analysis,SOC,20-09-2025,74.62,2,FALSE
654,15645,Patch Applied,Third-Party,08-11-2025,89.53,7,TRUE
655,18450,Patch Applied,Legal,,47.44,4,FALSE
656,8073,Backup Restored,Third-Party,15-10-2024,71.42,5,FALSE
657,37544,Account Locked,Legal,28-10-2025,79.26,4,FALSE
658,10478,Forensic Analysis,Legal,08-09-2025,70.97,2,TRUE
659,46681,Backup Restored,Legal,,26.07,5,FALSE
660,22968,Backup Restored,SOC,21-04-2025,34.61,5,FALSE
661,47701,Patch Applied,SOC,26-12-2024,81.55,5,FALSE
662,17964,Backup Restored,Third-Party,04-06-2024,113.55,7,FALSE
663,14716,Backup Restored,Management,21-04-2024,74.7,2,FALSE
664,29698,Backup Restored,Legal,03-04-2024,69.32,7,FALSE
665,21287,Account Locked,Third-Party,18-07-2025,114.96,4,FALSE
666,44013,Legal Notified,Third-Party,30-03-2025,31.28,4,FALSE
667,40827,Legal Notified,SOC,07-04-2025,43.73,5,TRUE
668,8735,Backup Restored,IT,,104.3,4,TRUE
669,28671,Password Reset,Legal,05-07-2023,12.98,2,TRUE
670,40103,Forensic Analysis,Management,28-04-2024,87.12,6,FALSE
671,20770,Password Reset,Legal,19-09-2025,10.56,3,FALSE
672,11782,Password Reset,Third-Party,,58.64,9,FALSE
673,13463,Password Reset,IT,,32.86,3,FALSE
674,12479,Account Locked,Legal,02-10-2023,41.88,10,FALSE
675,4134,Backup Restored,Management,,60.62,3,FALSE
676,46408,Legal Notified,IT,20-11-2023,3.71,2,FALSE
677,33568,Password Reset,SOC,,87.67,2,TRUE
678,7208,Backup Restored,Third-Party,,5.67,8,FALSE
679,8517,Backup Restored,SOC,,59.6,2,FALSE
680,46771,Legal Notified,Legal,11-03-2025,78.67,2,FALSE
681,34966,Forensic Analysis,IT,,36.14,3,FALSE
682,4248,Account Locked,Legal,27-07-2023,102.84,4,FALSE
683,26795,Legal Notified,SOC,,77.86,10,FALSE
684,40716,Legal Notified,SOC,16-06-2025,49.84,8,TRUE
685,4103,Legal Notified,Management,02-07-2025,57.37,3,FALSE
686,19638,Account Locked,SOC,21-10-2024,119.68,9,FALSE
687,35387,Patch Applied,Third-Party,02-10-2023,52.37,2,TRUE
688,49601,Patch Applied,SOC,21-11-2023,18.22,6,TRUE
689,1442,Legal Notified,SOC,02-01-2023,106.13,7,TRUE
690,27616,Password Reset,Third-Party,04-04-2023,23.96,1,TRUE
691,36084,Password Reset,Third-Party,29-12-2024,44.33,9,TRUE
692,42553,Patch Applied,IT,08-03-2025,113.55,10,FALSE
693,27744,Password Reset,Legal,,70.85,2,FALSE
694,43210,Patch Applied,IT,04-06-2025,76.14,8,FALSE
695,3255,Account Locked,SOC,10-09-2023,50.45,2,TRUE
696,47173,Backup Restored,SOC,23-01-2023,13.3,10,TRUE
697,19663,Patch Applied,Third-Party,,37.42,2,FALSE
698,19770,Legal Notified,Third-Party,20-07-2023,117,9,TRUE
699,16577,Account Locked,SOC,22-11-2024,50.9,2,TRUE
700,201,Legal Notified,Legal,10-07-2025,65.73,6,FALSE
701,27755,Backup Restored,Third-Party,16-10-2023,7.43,1,FALSE
702,22012,Password Reset,IT,08-03-2025,64.51,8,TRUE
703,20787,Password Reset,Management,21-05-2024,15.7,2,FALSE
704,34275,Backup Restored,Third-Party,,55.23,7,FALSE
705,30318,Backup Restored,Management,05-05-2025,49.81,8,TRUE
706,28968,Backup Restored,SOC,10-09-2025,50,4,TRUE
707,3182,Patch Applied,SOC,23-06-2024,29.15,8,TRUE
708,5354,Backup Restored,Management,,107.98,6,TRUE
709,12533,Password Reset,IT,,33.33,6,FALSE
710,27705,Legal Notified,Legal,13-06-2024,35.36,4,FALSE
711,25473,Backup Restored,Legal,25-10-2023,33.71,2,TRUE
712,35204,Legal Notified,Legal,,91.55,7,TRUE
713,18852,Legal Notified,Management,13-04-2024,105.56,9,FALSE
714,1526,Legal Notified,IT,27-12-2023,92.66,1,FALSE
715,24259,Password Reset,IT,29-03-2025,16.42,9,FALSE
716,19956,Legal Notified,IT,,20.3,7,FALSE
717,8276,Account Locked,SOC,11-07-2023,81.37,1,TRUE
718,24050,Forensic Analysis,Third-Party,,92.23,10,FALSE
719,5532,Legal Notified,IT,11-05-2024,11.34,4,FALSE
720,12249,Account Locked,Management,09-06-2025,78.99,6,FALSE
721,44781,Legal Notified,IT,08-12-2023,90.29,10,FALSE
722,37479,Account Locked,Legal,06-12-2024,80.42,2,FALSE
723,31715,Forensic Analysis,Third-Party,,29.76,7,FALSE
724,15130,Backup Restored,Management,,40.74,8,TRUE
725,44993,Patch Applied,Legal,,1.29,9,FALSE
726,11431,Legal Notified,Management,13-06-2025,78.73,7,FALSE
727,24219,Legal Notified,IT,27-01-2025,88.63,1,TRUE
728,39359,Password Reset,Legal,,107.74,3,TRUE
729,5903,Password Reset,IT,27-05-2023,28.33,2,TRUE
730,24079,Account Locked,SOC,18-01-2025,115.06,5,TRUE
731,43973,Password Reset,Management,04-10-2024,18.37,7,TRUE
732,30150,Backup Restored,Management,26-06-2024,22.21,6,FALSE
733,38434,Patch Applied,IT,09-12-2023,104.2,10,FALSE
734,36336,Account Locked,Legal,23-10-2024,67.05,4,FALSE
735,29031,Password Reset,SOC,,73,3,FALSE
736,29727,Patch Applied,Management,15-02-2025,68.1,3,FALSE
737,3542,Account Locked,Legal,,43.86,6,FALSE
738,35116,Password Reset,Legal,,107.34,4,TRUE
739,43183,Patch Applied,SOC,09-07-2023,29.92,5,FALSE
740,43906,Account Locked,IT,04-07-2024,100.68,9,FALSE
741,22400,Backup Restored,SOC,03-10-2024,96.74,10,FALSE
742,43286,Password Reset,SOC,21-02-2025,82.58,4,FALSE
743,49355,Password Reset,Management,01-08-2025,15.74,2,FALSE
744,9142,Forensic Analysis,SOC,19-11-2024,38.36,4,FALSE
745,18345,Legal Notified,SOC,02-10-2024,107.66,3,TRUE
746,25872,Forensic Analysis,Third-Party,02-04-2024,21.44,3,FALSE
747,34442,Account Locked,IT,31-12-2023,103.58,5,FALSE
748,11856,Patch Applied,Third-Party,29-09-2024,34.69,7,FALSE
749,49982,Patch Applied,IT,14-06-2025,47.85,3,TRUE
750,31503,Patch Applied,Legal,,118.63,1,FALSE
751,19991,Forensic Analysis,SOC,,87.67,7,FALSE
752,28719,Patch Applied,SOC,27-01-2025,8.94,4,FALSE
753,58,Forensic Analysis,Third-Party,07-02-2024,34.25,5,TRUE
754,24068,Patch Applied,Management,22-03-2023,9.16,5,TRUE
755,30582,Patch Applied,IT,21-10-2024,115.48,5,TRUE
756,39821,Backup Restored,Management,26-03-2024,118.35,6,FALSE
757,35754,Backup Restored,SOC,,16.15,9,FALSE
758,43799,Backup Restored,Legal,05-04-2024,56.87,1,FALSE
759,30238,Patch Applied,Management,,0.63,7,FALSE
760,37641,Password Reset,IT,,52.08,7,TRUE
761,43952,Forensic Analysis,Management,,119.5,10,FALSE
762,9012,Backup Restored,Management,13-02-2025,23.9,6,FALSE
763,11129,Forensic Analysis,Management,,47.52,8,TRUE
764,40821,Patch Applied,IT,,48.68,10,TRUE
765,23452,Forensic Analysis,Third-Party,,24.39,6,FALSE
766,44749,Backup Restored,SOC,,109.06,1,FALSE
767,10092,Forensic Analysis,IT,03-07-2025,59.75,9,FALSE
768,49726,Patch Applied,IT,30-01-2024,48.87,3,FALSE
769,38117,Backup Restored,Management,12-02-2024,57,2,FALSE
770,32532,Backup Restored,IT,30-10-2023,92.58,6,FALSE
771,35147,Password Reset,SOC,21-09-2025,27.26,10,FALSE
772,15607,Forensic Analysis,Legal,28-02-2023,118,5,FALSE
773,5568,Account Locked,Legal,,115.77,8,TRUE
774,4645,Backup Restored,Management,19-09-2025,10.79,5,TRUE
775,9492,Backup Restored,SOC,19-08-2023,65.85,4,TRUE
776,40060,Account Locked,IT,19-06-2025,78.67,8,FALSE
777,12358,Account Locked,IT,12-11-2024,12.41,1,FALSE
778,17230,Legal Notified,SOC,06-06-2024,22.3,9,FALSE
779,19589,Legal Notified,SOC,08-09-2025,42.47,10,TRUE
780,13478,Patch Applied,IT,,0.77,6,FALSE
781,49186,Forensic Analysis,SOC,,105.15,7,TRUE
782,37635,Forensic Analysis,Management,22-06-2023,101.31,10,FALSE
783,30182,Patch Applied,Management,,112.94,3,FALSE
784,40412,Patch Applied,SOC,04-06-2024,118.75,5,FALSE
785,26920,Legal Notified,Third-Party,14-07-2025,47.79,7,FALSE
786,16980,Account Locked,Third-Party,10-08-2025,115.12,2,TRUE
787,32984,Patch Applied,IT,21-12-2023,71.69,8,TRUE
788,8636,Legal Notified,SOC,,65.96,9,FALSE
789,22633,Password Reset,Legal,01-05-2024,28.51,4,TRUE
790,39547,Patch Applied,Legal,29-12-2024,101.35,1,FALSE
791,11233,Backup Restored,Legal,30-09-2024,3.95,7,FALSE
792,48096,Patch Applied,SOC,,11.47,6,FALSE
793,49714,Forensic Analysis,Management,03-07-2025,17.66,5,FALSE
794,48286,Legal Notified,Management,23-07-2025,41.34,6,FALSE
795,20740,Patch Applied,Legal,,94.49,5,TRUE
796,28945,Forensic Analysis,IT,29-09-2023,92.77,2,TRUE
797,46484,Patch Applied,SOC,,105.95,6,TRUE
798,1029,Password Reset,IT,29-01-2023,14.61,4,TRUE
799,28425,Password Reset,Management,,100.33,6,FALSE
800,18467,Password Reset,Management,03-12-2024,16.69,10,FALSE
801,40809,Password Reset,SOC,29-08-2023,8.7,2,FALSE
802,7967,Patch Applied,Management,,82.67,3,FALSE
803,427,Password Reset,IT,24-07-2025,70.32,9,TRUE
804,19378,Forensic Analysis,Management,09-05-2023,85.86,6,TRUE
805,42012,Forensic Analysis,Third-Party,21-02-2025,112.01,8,FALSE
806,41876,Account Locked,SOC,,71.2,8,FALSE
807,18652,Forensic Analysis,Management,07-06-2022,20.16,5,FALSE
808,18128,Backup Restored,IT,,25.42,4,TRUE
809,1603,Account Locked,SOC,,7.61,2,TRUE
810,6900,Patch Applied,Management,17-06-2025,9.04,9,FALSE
811,45875,Forensic Analysis,Third-Party,,71.29,1,TRUE
812,20485,Legal Notified,Legal,,77.07,3,TRUE
813,28528,Password Reset,Management,14-05-2025,113.23,1,TRUE
814,28908,Backup Restored,Management,27-09-2025,47.63,5,FALSE
